p1:START_ID,p2:END_ID,id:long,name,class,maxspeed:double,crossTimeFoot:double,crossTimeBicycle:double,crossTimeMotorVehicle:double,:TYPE
196101,2121445348,74,Ballards Lane,primary,13.4112,14.55373983562014,3.638434958905035,1.3564922861686513,CONNECTS
2121445348,196101,74,Ballards Lane,primary,13.4112,14.55373983562014,3.638434958905035,1.3564922861686513,CONNECTS
196055,1030634587,75,High Road,primary,13.4112,43.757620141633296,10.939405035408324,4.078461952298211,CONNECTS
1030634587,196055,75,High Road,primary,13.4112,43.757620141633296,10.939405035408324,4.078461952298211,CONNECTS
1030634587,196056,75,High Road,primary,13.4112,5.490375653721782,1.3725939134304455,0.5117345992549422,CONNECTS
196056,1030634587,75,High Road,primary,13.4112,5.490375653721782,1.3725939134304455,0.5117345992549422,CONNECTS
